01001=AGAWAM, MA
12996=WILLSBORO, NY
12997=WILMINGTON, NY
13021=AUBURN, NY
13026=AURORA, NY
13027=BALDWINSVILLE, NY
13028=BERNHARDS BAY, NY
13029=BREWERTON, NY
13030=BRIDGEPORT, NY
13031=CAMILLUS, NY
13032=CANASTOTA, NY
13033=CATO, NY
13034=CAYUGA, NY
13035=CAZENOVIA, NY
13036=CENTRAL SQUARE, NY
13037=CHITTENANGO, NY
13039=CICERO, NY
13040=CINCINNATUS, NY
13041=CLAY, NY
13042=CLEVELAND, NY
13044=CONSTANTIA, NY
13045=CORTLAND, NY
13050=CUYLER, NY
13052=DE RUYTER, NY
13053=DRYDEN, NY
13054=DURHAMVILLE, NY
13055=EAST FREETOWN, NY
13057=EAST SYRACUSE, NY
13060=ELBRIDGE, NY
13061=ERIEVILLE, NY
13063=FABIUS, NY
13066=FAYETTEVILLE, NY
13068=FREEVILLE, NY
13069=FULTON, NY
13071=GENOA, NY
13072=GEORGETOWN, NY
13073=GROTON, NY
13074=HANNIBAL, NY
13076=HASTINGS, NY
13077=HOMER, NY
13078=JAMESVILLE, NY
13080=JORDAN, NY
13081=KING FERRY, NY
13082=KIRKVILLE, NY
13083=LACONA, NY
13084=LA FAYETTE, NY
13085=LEBANON, NY
13088=LIVERPOOL, NY
13090=BAYBERRY, NY
13092=LOCKE, NY
13101=MC GRAW, NY
13103=MALLORY, NY
13104=MANLIUS, NY
13108=MARCELLUS, NY
13110=MARIETTA, NY
13111=MARTVILLE, NY
13112=MEMPHIS, NY
13114=MEXICO, NY
13116=MINOA, NY
13118=MORAVIA, NY
13120=NEDROW, NY
13122=NEW WOODSTOCK, NY
13124=NORTH PITCHER, NY
13126=OSWEGO, NY
13131=PARISH, NY
13132=PENNELLVILLE, NY
13135=PHOENIX, NY
13136=PITCHER, NY
13140=PORT BYRON, NY
13141=PREBLE, NY
13142=PULASKI, NY
13143=RED CREEK, NY
13144=RICHLAND, NY
13145=SANDY CREEK, NY
13146=SAVANNAH, NY
13147=VENICE CENTER, NY
13148=SENECA FALLS, NY
13152=SKANEATELES, NY
13155=SOUTH OTSELIC, NY
13156=STERLING, NY
13158=TRUXTON, NY
13159=TULLY, NY
13160=UNION SPRINGS, NY
13164=WARNERS, NY
13165=WATERLOO, NY
13166=WEEDSPORT, NY
13167=WEST MONROE, NY
13202=SYRACUSE, NY
13203=SYRACUSE, NY
13204=SYRACUSE, NY
13205=SYRACUSE, NY
13206=SYRACUSE, NY
13207=SYRACUSE, NY
13208=SYRACUSE, NY
13209=SOLVAY, NY
13210=SYRACUSE, NY
13211=MATTYDALE, NY
13212=NORTH SYRACUSE, NY
13214=DE WITT, NY
13215=ONONDAGA, NY
13219=SYRACUSE, NY
13224=SYRACUSE, NY
13301=ALDER CREEK, NY
13302=ALTMAR, NY
13303=AVA, NY
13304=BARNEVELD, NY
13308=BLOSSVALE, NY
13309=BOONVILLE, NY
13310=BOUCKVILLE, NY
13314=BROOKFIELD, NY
13315=BURLINGTON FLATS, NY
13316=CAMDEN, NY
13317=AMES, NY
13318=CASSVILLE, NY
13319=CHADWICKS, NY
13320=CHERRY VALLEY, NY
13322=CLAYVILLE, NY
13323=CLINTON, NY
13324=COLD BROOK, NY
13325=CONSTABLEVILLE, NY
13326=COOPERSTOWN, NY
13327=CROGHAN, NY
13328=DEANSBORO, NY
13329=DOLGEVILLE, NY
13331=EAGLE BAY, NY
13332=EARLVILLE, NY
13333=EAST SPRINGFIELD, NY
13334=EATON, NY
13335=EDMESTON, NY
13337=FLY CREEK, NY
13338=FORESTPORT, NY
13339=FORT PLAIN, NY
13340=FRANKFORT, NY
13342=GARRATTSVILLE, NY
13343=GLENFIELD, NY
13345=GREIG, NY
13346=HAMILTON, NY
13348=HARTWICK, NY
13350=HERKIMER, NY
13353=HOFFMEISTER, NY
13354=HOLLAND PATENT, NY
13355=HUBBARDSVILLE, NY
13357=ILION, NY
13360=INLET, NY
13361=JORDANVILLE, NY
13363=LEE CENTER, NY
13365=LITTLE FALLS, NY
13367=BEAVER RIVER, NY
13368=LYONS FALLS, NY
13401=MC CONNELLSVILLE, NY
13402=MADISON, NY
13403=MARCY, NY
13406=MIDDLEVILLE, NY
13407=MOHAWK, NY
13408=MORRISVILLE, NY
13409=MUNNSVILLE, NY
13411=NEW BERLIN, NY
13413=NEW HARTFORD, NY
13415=NEW LISBON, NY
13416=NEWPORT, NY
13417=NEW YORK MILLS, NY
13418=NORTH BROOKFIELD, NY
13420=OLD FORGE, NY
13421=ONEIDA, NY
13424=ORISKANY, NY
13425=ORISKANY FALLS, NY
13428=PALATINE BRIDGE, NY
13431=POLAND, NY
13433=PORT LEYDEN, NY
13436=RAQUETTE LAKE, NY
13437=REDFIELD, NY
13438=REMSEN, NY
13439=RICHFIELD SPRING, NY
13440=ROME, NY
13450=ROSEBOOM, NY
13452=SAINT JOHNSVILLE, NY
13454=SALISBURY CENTER, NY
13456=SAUQUOIT, NY
13459=SHARON SPRINGS, NY
13460=SHERBURNE, NY
13461=SHERRILL, NY
13464=SMYRNA, NY
13466=SOUTH EDMESTON, NY
13468=SPRINGFIELD CENT, NY
13469=STITTVILLE, NY
13470=STRATFORD, NY
13471=TABERG, NY
13473=TURIN, NY
13475=VAN HORNESVILLE, NY
13476=VERNON, NY
13477=VERNON CENTER, NY
13478=VERONA, NY
13480=WATERVILLE, NY
13482=WEST BURLINGTON, NY
13483=WESTDALE, NY
13485=WEST EDMESTON, NY
13486=WESTERNVILLE, NY
13488=WESTFORD, NY
13489=WEST LEYDEN, NY
13490=WESTMORELAND, NY
13491=WEST WINFIELD, NY
13492=WHITESBORO, NY
13493=WILLIAMSTOWN, NY
13494=WOODGATE, NY
13495=YORKVILLE, NY
13501=UTICA, NY
13502=UTICA, NY
13601=WATERTOWN, NY
13602=FORT DRUM, NY
13603=FORT DRUM, NY
13605=SMITHVILLE, NY
13606=ADAMS CENTER, NY
13607=POINT VIVIAN, NY
13608=ANTWERP, NY
13611=BELLEVILLE, NY
13612=BLACK RIVER, NY
13613=BRASHER FALLS, NY
13614=BRIER HILL, NY
13616=CALCIUM, NY
13617=CANTON, NY
13618=CAPE VINCENT, NY
13619=CARTHAGE, NY
13620=CASTORLAND, NY
13621=CHASE MILLS, NY
13622=CHAUMONT, NY
13624=FRONTENAC, NY
13625=COLTON, NY
13626=COPENHAGEN, NY
13630=DE KALB JUNCTION, NY
13633=DE PEYSTER, NY
13634=DEXTER, NY
13635=EDWARDS, NY
13636=ELLISBURG, NY
13637=EVANS MILLS, NY
13638=FELTS MILLS, NY
13642=GOUVERNEUR, NY
13646=HAMMOND, NY
13648=HARRISVILLE, NY
13650=HENDERSON, NY
13652=HERMON, NY
13654=HEUVELTON, NY
13655=HOGANSBURG, NY
13656=LA FARGEVILLE, NY
13658=LISBON, NY
13659=LORRAINE, NY
13660=MADRID, NY
13661=MANNSVILLE, NY
13662=MASSENA, NY
13665=NATURAL BRIDGE, NY
13666=NEWTON FALLS, NY
13667=NORFOLK, NY
13668=NORWOOD, NY
13669=OGDENSBURG, NY
13670=OSWEGATCHIE, NY
13672=PARISHVILLE, NY
13673=PHILADELPHIA, NY
13675=PLESSIS, NY
13676=POTSDAM, NY
13679=REDWOOD, NY
13680=RENSSELAER FALLS, NY
13681=RICHVILLE, NY
13682=RODMAN, NY
13684=DEGRASSE, NY
13685=SACKETS HARBOR, NY
13687=SOUTH COLTON, NY
13690=STAR LAKE, NY
13691=THERESA, NY
13693=THREE MILE BAY, NY
13694=WADDINGTON, NY
13695=WANAKENA, NY
13696=WEST STOCKHOLM, NY
13697=WINTHROP, NY
13698=WOODVILLE, NY
13730=AFTON, NY
13731=ANDES, NY
13732=APALACHIN, NY
13733=BAINBRIDGE, NY
13734=BARTON, NY
13736=BERKSHIRE, NY
13739=BLOOMVILLE, NY
13740=BOVINA CENTER, NY
13743=CANDOR, NY
13744=CASTLE CREEK, NY
13746=CHENANGO FORKS, NY
13748=CONKLIN, NY
13750=DAVENPORT, NY
13751=DAVENPORT CENTER, NY
13752=DE LANCEY, NY
13753=MEREDITH, NY
13754=DEPOSIT, NY
13755=DOWNSVILLE, NY
13756=EAST BRANCH, NY
13757=EAST MEREDITH, NY
13760=ENDWELL, NY
13775=FRANKLIN, NY
13776=GILBERTSVILLE, NY
13777=GLEN AUBREY, NY
13778=GREENE, NY
13780=GUILFORD, NY
13782=HAMDEN, NY
13783=CADOSIA, NY
13786=HARPERSFIELD, NY
13787=HARPURSVILLE, NY
13788=HOBART, NY
13790=JOHNSON CITY, NY
13795=KIRKWOOD, NY
13796=LAURENS, NY
13797=LISLE, NY
13801=MC DONOUGH, NY
13802=MAINE, NY
13803=MARATHON, NY
13804=MASONVILLE, NY
13806=MERIDALE, NY
13807=MILFORD, NY
13808=MORRIS, NY
13809=MOUNT UPTON, NY
13810=MOUNT VISION, NY
13811=NEWARK VALLEY, NY
13812=NICHOLS, NY
13813=NINEVEH, NY
13815=NORWICH, NY
13820=ONEONTA, NY
13825=OTEGO, NY
13826=OUAQUAGA, NY
13827=OWEGO, NY
13830=BRISBEN, NY
13832=PLYMOUTH, NY
13833=SANITARIA SPRING, NY
13834=PORTLANDVILLE, NY
13835=RICHFORD, NY
13838=SIDNEY, NY
13839=SIDNEY CENTER, NY
13841=SMITHVILLE FLATS, NY
13842=SOUTH KORTRIGHT, NY
13843=SOUTH NEW BERLIN, NY
13844=SOUTH PLYMOUTH, NY
13846=TREADWELL, NY
13849=UNADILLA, NY
13850=VESTAL, NY
13856=WALTON, NY
13859=WELLS BRIDGE, NY
13861=WEST ONEONTA, NY
13862=WHITNEY POINT, NY
13863=WILLET, NY
13864=WILLSEYVILLE, NY
13865=WINDSOR, NY
13901=BINGHAMTON, NY
13903=BINGHAMTON, NY
13904=BINGHAMTON, NY
13905=BINGHAMTON, NY
14001=AKRON, NY
14003=ALABAMA, NY
14004=ALDEN, NY
14005=ALEXANDER, NY
14006=ANGOLA, NY
14008=APPLETON, NY
14009=ARCADE, NY
14011=ATTICA, NY
14012=BARKER, NY
14013=BASOM, NY
14020=BATAVIA, NY
14024=BLISS, NY
14025=BOSTON, NY
14026=BOWMANSVILLE, NY
14028=BURT, NY
14030=CHAFFEE, NY
14031=CLARENCE, NY
14032=CLARENCE CENTER, NY
14033=COLDEN, NY
14034=COLLINS, NY
14036=CORFU, NY
14037=COWLESVILLE, NY
14039=DALE, NY
14040=DARIEN CENTER, NY
14041=DAYTON, NY
14042=DELEVAN, NY
14043=DEPEW, NY
14047=DERBY, NY
14048=VAN BUREN BAY, NY
14051=SWORMVILLE, NY
14052=EAST AURORA, NY
14054=EAST BETHANY, NY
14055=EAST CONCORD, NY
14057=EDEN, NY
14058=ELBA, NY
14059=ELMA, NY
14060=FARMERSVILLE STA, NY
14062=FORESTVILLE, NY
14063=FREDONIA, NY
14065=FREEDOM, NY
14066=GAINESVILLE, NY
14067=GASPORT, NY
14068=GETZVILLE, NY
14069=GLENWOOD, NY
14070=GOWANDA, NY
14072=GRAND ISLAND, NY
14075=HAMBURG, NY
14080=HOLLAND, NY
14081=IRVING, NY
14082=JAVA CENTER, NY
14083=JAVA VILLAGE, NY
14085=LAKE VIEW, NY
14086=LANCASTER, NY
14091=LAWTONS, NY
14092=LEWISTON, NY
14094=LOCKPORT, NY
14098=LYNDONVILLE, NY
14101=MACHIAS, NY
14102=MARILLA, NY
14103=MEDINA, NY
14105=MIDDLEPORT, NY
14108=NEWFANE, NY
14111=NORTH COLLINS, NY
14113=NORTH JAVA, NY
14120=NORTH TONAWANDA, NY
14125=OAKFIELD, NY
14127=ORCHARD PARK, NY
14129=PERRYSBURG, NY
14131=RANSOMVILLE, NY
14132=SANBORN, NY
14134=SARDINIA, NY
14136=SILVER CREEK, NY
14138=SOUTH DAYTON, NY
14139=SOUTH WALES, NY
14141=SPRINGVILLE, NY
14143=STAFFORD, NY
14145=STRYKERSVILLE, NY
14150=TONAWANDA, NY
14167=VARYSBURG, NY
14170=WEST FALLS, NY
14171=WEST VALLEY, NY
14172=WILSON, NY
14174=YOUNGSTOWN, NY
14201=BUFFALO, NY
14202=BUFFALO, NY
14203=BUFFALO, NY
14204=BUFFALO, NY
14206=BUFFALO, NY
14207=BUFFALO, NY
14208=BUFFALO, NY
14209=BUFFALO, NY
14210=BUFFALO, NY
14211=BUFFALO, NY
14212=BUFFALO, NY
14213=BUFFALO, NY
14214=BUFFALO, NY
14215=BUFFALO, NY
14216=BUFFALO, NY
14217=KENMORE, NY
14218=LACKAWANNA, NY
14219=BLASDELL, NY
14220=BUFFALO, NY
14221=WILLIAMSVILLE, NY
14222=BUFFALO, NY
14223=BUFFALO, NY
14224=WEST SENECA, NY
14225=CHEEKTOWAGA, NY
14226=AMHERST, NY
14227=CHEEKTOWAGA, NY
14228=AMHERST, NY
14301=NIAGARA FALLS, NY
14303=NIAGARA FALLS, NY
14304=NIAGARA FALLS, NY
14305=NIAGARA FALLS, NY
14410=ADAMS BASIN, NY
14411=ALBION, NY
14414=AVON, NY
14415=BELLONA, NY
14416=BERGEN, NY
14418=BRANCHPORT, NY
14420=BROCKPORT, NY
14422=BYRON, NY
14423=CALEDONIA, NY
14424=CANANDAIGUA, NY
14425=CANANDAIGUA, NY
14427=CASTILE, NY
14428=CLIFTON, NY
14432=CLIFTON SPRINGS, NY
14433=CLYDE, NY
14435=CONESUS, NY
14437=DANSVILLE, NY
14441=DRESDEN, NY
14445=EAST ROCHESTER, NY
14450=FAIRPORT, NY
14454=GENESEO, NY
14456=GENEVA, NY
14462=GROVELAND, NY
14464=HAMLIN, NY
14466=HEMLOCK, NY
14467=HENRIETTA, NY
14468=HILTON, NY
14469=BLOOMFIELD, NY
14470=HULBERTON, NY
14471=HONEOYE, NY
14472=HONEOYE FALLS, NY
14475=IONIA, NY
14476=KENDALL, NY
14477=KENT, NY
14478=BLUFF POINT, NY
14480=LAKEVILLE, NY
14481=LEICESTER, NY
14482=LE ROY, NY
14485=LIMA, NY
14486=LINWOOD, NY
14487=LIVONIA, NY
14489=LYONS, NY
14502=MACEDON, NY
14504=MANCHESTER, NY
14505=MARION, NY
14506=MENDON, NY
14507=MIDDLESEX, NY
14510=TUSCARORA, NY
14512=NAPLES, NY
14513=NEWARK, NY
14514=NORTH CHILI, NY
14516=NORTH ROSE, NY
14517=NUNDA, NY
14519=ONTARIO, NY
14521=HAYT CORNERS, NY
14522=PALMYRA, NY
14525=LINWOOD, NY
14526=PENFIELD, NY
14527=PENN YAN, NY
14530=PERRY, NY
14532=PHELPS, NY
14533=WADSWORTH, NY
14534=PITTSFORD, NY
14536=PORTAGEVILLE, NY
14541=MAC DOUGALL, NY
14543=WEST RUSH, NY
14544=RUSHVILLE, NY
14545=SCOTTSBURG, NY
14546=SCOTTSVILLE, NY
14548=SHORTSVILLE, NY
14550=ROCK GLEN, NY
14551=SODUS, NY
14555=SODUS POINT, NY
14559=SPENCERPORT, NY
14560=SPRINGWATER, NY
14561=STANLEY, NY
14564=VICTOR, NY
14568=WALWORTH, NY
14569=WARSAW, NY
14571=WATERPORT, NY
14572=WAYLAND, NY
14580=WEBSTER, NY
14586=WEST HENRIETTA, NY
14589=WILLIAMSON, NY
14590=WOLCOTT, NY
14591=WYOMING, NY
14604=ROCHESTER, NY
14605=ROCHESTER, NY
14606=ROCHESTER, NY
14607=ROCHESTER, NY
14608=ROCHESTER, NY
14609=ROCHESTER, NY
14610=ROCHESTER, NY
14611=ROCHESTER, NY
14612=ROCHESTER, NY
14613=ROCHESTER, NY
14614=ROCHESTER, NY
14615=ROCHESTER, NY
14616=GREECE, NY
14617=ROCHESTER, NY
14618=TWELVE CORNERS, NY
14619=ROCHESTER, NY
14620=ROCHESTER, NY
14621=ROCHESTER, NY
14622=ROCHESTER, NY
14623=ROCHESTER, NY
14624=WESTGATE, NY
14625=PANORAMA, NY
14626=ROCHESTER, NY
14701=JAMESTOWN, NY
14706=ALLEGANY, NY
14708=ALMA, NY
14709=ANGELICA, NY
14710=ASHVILLE, NY
14711=BELFAST, NY
14712=BEMUS POINT, NY
14714=BLACK CREEK, NY
14715=BOLIVAR, NY
14716=BROCTON, NY
14717=CANEADEA, NY
14718=CASSADAGA, NY
14719=CATTARAUGUS, NY
14721=CERES, NY
14723=CHERRY CREEK, NY
14724=CLYMER, NY
14726=CONEWANGO VALLEY, NY
14727=CUBA, NY
14728=DEWITTVILLE, NY
14729=EAST OTTO, NY
14731=ELLICOTTVILLE, NY
14733=FALCONER, NY
14735=FILLMORE, NY
14736=FINDLEY LAKE, NY
14737=FRANKLINVILLE, NY
14738=FREWSBURG, NY
14739=FRIENDSHIP, NY
14740=GERRY, NY
14741=GREAT VALLEY, NY
14743=ISCHUA, NY
14744=HOUGHTON, NY
14747=KENNEDY, NY
14748=KILL BUCK, NY
14750=LAKEWOOD, NY
14753=LIMESTONE, NY
14754=LITTLE GENESEE, NY
14755=LITTLE VALLEY, NY
14757=MAYVILLE, NY
14760=OLEAN, NY
14767=PANAMA, NY
14769=PORTLAND, NY
14770=PORTVILLE, NY
14772=RANDOLPH, NY
14775=RIPLEY, NY
14777=RUSHFORD, NY
14779=SALAMANCA, NY
14781=SHERMAN, NY
14782=SINCLAIRVILLE, NY
14784=STOCKTON, NY
14787=WESTFIELD, NY
14801=ADDISON, NY
14802=ALFRED, NY
14803=ALFRED STATION, NY
14804=ALMOND, NY
14805=ALPINE, NY
14806=ANDOVER, NY
14807=ARKPORT, NY
14808=ATLANTA, NY
14809=WALLACE, NY
14810=VETERANS ADMINIS, NY
14812=BEAVER DAMS, NY
14813=BELMONT, NY
14814=BIG FLATS, NY
14815=BRADFORD, NY
14816=BREESPORT, NY
14817=BROOKTONDALE, NY
14818=BURDETT, NY
14819=CAMERON, NY
14820=CAMERON MILLS, NY
14821=CAMPBELL, NY
14822=CANASERAGA, NY
14823=CANISTEO, NY
14824=CAYUTA, NY
14825=CHEMUNG, NY
14826=COHOCTON, NY
14830=CORNING, NY
14836=DALTON, NY
14837=DUNDEE, NY
14838=ERIN, NY
14839=GREENWOOD, NY
14840=HAMMONDSPORT, NY
14841=HECTOR, NY
14842=HIMROD, NY
14843=HORNELL, NY
14845=HORSEHEADS, NY
14846=HUNT, NY
14847=INTERLAKEN, NY
14850=ITHACA COLLEGE, NY
14853=ITHACA, NY
14855=JASPER, NY
14858=LINDLEY, NY
14859=LOCKWOOD, NY
14860=LODI, NY
14861=LOWMAN, NY
14864=MILLPORT, NY
14865=MONTOUR FALLS, NY
14867=NEWFIELD, NY
14869=ODESSA, NY
14870=PAINTED POST, NY
14871=PINE CITY, NY
14872=PINE VALLEY, NY
14873=PRATTSBURG, NY
14874=PULTENEY, NY
14877=REXVILLE, NY
14878=ROCK STREAM, NY
14879=SAVONA, NY
14880=SCIO, NY
14881=SLATERVILLE SPRI, NY
14882=LANSING, NY
14883=SPENCER, NY
14884=SWAIN, NY
14885=TROUPSBURG, NY
14886=TRUMANSBURG, NY
14888=VALOIS, NY
14889=VAN ETTEN, NY
14891=WATKINS GLEN, NY
14892=WAVERLY, NY
14894=WELLSBURG, NY
14895=WELLSVILLE, NY
14897=WHITESVILLE, NY
14898=WOODHULL, NY
14901=ELMIRA, NY
14903=ELMIRA HEIGHTS, NY
14904=ELMIRA, NY
14905=ELMIRA, NY
15001=MACARTHUR, PA
15003=FAIROAKS, PA
15005=BADEN, PA
15007=BAKERSTOWN, PA
15009=BEAVER, PA
15010=RACINE, PA
15012=ROSTRAVER, PA
15014=BRACKENRIDGE, PA
15015=BRADFORDWOODS, PA
15017=BRIDGEVILLE, PA
15018=BUENA VISTA, PA
15019=BULGER, PA
15021=PARIS, PA
15022=CHARLEROI, PA
15024=CHESWICK, PA
15025=LARGE, PA
15026=CLINTON, PA
15027=CONWAY, PA
15030=CREIGHTON, PA
15031=CUDDY, PA
15033=DONORA, PA
15034=DRAVOSBURG, PA
15035=EAST MC KEESPORT, PA
15037=ELIZABETH, PA
15042=FREEDOM, PA
15043=GEORGETOWN, PA
15044=GIBSONIA, PA
15045=GLASSPORT, PA
15049=HARWICK, PA
15050=HOOKSTOWN, PA
15051=INDIANOLA, PA
15052=INDUSTRY, PA
15053=JOFFRE, PA
15055=LAWRENCE, PA
15056=LEETSDALE, PA
15057=MC DONALD, PA
15059=MIDLAND, PA
15060=MIDWAY, PA
15061=MONACA, PA
15062=MONESSEN, PA
15063=MONONGAHELA, PA
15064=MORGAN, PA
15065=NATRONA, PA
15066=NEW BRIGHTON, PA
15067=NEW EAGLE, PA
15068=ARNOLD, PA
15071=NOBLESTOWN, PA
15074=ROCHESTER, PA
15076=RUSSELLTON, PA
15077=SHIPPINGPORT, PA
15078=SLOVAN, PA
15083=SUTERSVILLE, PA
15084=TARENTUM, PA
15085=LEVEL GREEN, PA
15086=WARRENDALE, PA
15089=WEST NEWTON, PA
15090=WEXFORD, PA
15101=ALLISON PARK, PA
15102=BETHEL PARK, PA
15104=RANKIN, PA
15106=CARNEGIE, PA
15108=MOON TWP, PA
15110=DUQUESNE, PA
15112=EAST PITTSBURGH, PA
15116=GLENSHAW, PA
15120=MUNHALL, PA
15122=W MIFFLIN FIN, PA
15126=IMPERIAL, PA
15129=LIBRARY, PA
15131=WHITE OAK, PA
15132=MC KEESPORT, PA
15133=MC KEESPORT, PA
15135=BOSTON, PA
15136=MC KEES ROCKS, PA
15137=NORTH VERSAILLES, PA
15139=OAKMONT, PA
15140=PITCAIRN, PA
15142=PRESTO, PA
15143=SEWICKLEY, PA
15144=SPRINGDALE, PA
15145=TURTLE CREEK, PA
15146=MONROEVILLE, PA
15147=VERONA, PA
15148=WALL, PA
15201=ARSENAL, PA
15202=BELLEVUE, PA
15203=CARSON, PA
15204=CORLISS, PA
15205=CRAFTON, PA
15206=EAST LIBERTY, PA
15207=HAZELWOOD, PA
15208=HOMEWOOD, PA
15209=MILLVALE, PA
15210=MOUNT OLIVER, PA
15211=MOUNT WASHINGTON, PA
15212=ALLEGHENY, PA
15213=OAKLAND, PA
15214=OBSERVATORY, PA
15215=ASPINWALL, PA
15216=SOUTH HILLS, PA
15217=SQUIRREL HILL, PA
15218=SWISSVALE, PA
15219=UPTOWN, PA
15220=PARKWAY CENTER, PA
15221=WILKINSBURG, PA
15222=DOWNTOWN, PA
15223=ETNA, PA
15224=BLOOMFIELD, PA
15225=NEVILLE ISLAND, PA
15226=BROOKLINE, PA
15227=BRENTWOOD, PA
15228=MOUNT LEBANON, PA
15229=WEST VIEW, PA
15232=SHADYSIDE, PA
15233=KILBUCK, PA
15234=CASTLE SHANNON, PA
15235=PENN HILLS, PA
15236=CASTE VILLAGE, PA
15237=MC KNIGHT, PA
15238=BLAWNOX, PA
15239=PLUM, PA
15241=UPPER SAINT CLAI, PA
15243=CEDARHURST, PA
15301=WASHINGTON, PA
15310=ALEPPO, PA
15311=AMITY, PA
15312=AVELLA, PA
15313=BEALLSVILLE, PA
15314=BENTLEYVILLE, PA
15317=MC MURRAY, PA
15320=CARMICHAELS, PA
15321=CECIL, PA
15322=CLARKSVILLE, PA
15323=CLAYSVILLE, PA
15324=COKEBURG, PA
15327=DILLINER, PA
15329=PROSPERITY, PA
15330=EIGHTY FOUR, PA
15331=ELLSWORTH, PA
15332=FINLEYVILLE, PA
15333=FREDERICKTOWN, PA
15337=GRAYSVILLE, PA
15338=GREENSBORO, PA
15340=HICKORY, PA
15341=HOLBROOK, PA
15342=HOUSTON, PA
15344=JEFFERSON, PA
15345=MARIANNA, PA
15346=MATHER, PA
15349=DAVISTOWN, PA
15352=NEW FREEPORT, PA
15353=NINEVEH, PA
15357=RICES LANDING, PA
15359=ROGERSVILLE, PA
15360=SCENERY HILL, PA
15362=SPRAGGS, PA
15363=STRABANE, PA
15364=SYCAMORE, PA
15367=VENETIA, PA
15370=WAYNESBURG, PA
15376=WEST ALEXANDER, PA
15377=WEST FINLEY, PA
15380=WIND RIDGE, PA
15401=UNIONTOWN, PA
15410=ADAH, PA
15411=ADDISON, PA
15412=ALLENPORT, PA
15413=ALLISON, PA
15417=WEST BROWNSVILLE, PA
15419=CALIFORNIA, PA
15423=COAL CENTER, PA
15424=LISTONBURG, PA
15425=SOUTH CONNELLSVI, PA
15427=DAISYTOWN, PA
15428=DAWSON, PA
15431=DUNBAR, PA
15432=DUNLEVY, PA
15433=EAST MILLSBORO, PA
15434=ELCO, PA
15436=FAIRCHANCE, PA
15437=FARMINGTON, PA
15438=FAYETTE CITY, PA
15440=GIBBON GLADE, PA
15442=GRINDSTONE, PA
15444=HILLER, PA
15445=HOPWOOD, PA
15446=INDIAN HEAD, PA
15450=LA BELLE, PA
15451=LAKE LYNN, PA
15456=LEMONT FURNACE, PA
15458=LAMBERTON, PA
15459=MARKLEYSBURG, PA
15461=GRAYS LANDING, PA
15462=MELCROFT, PA
15463=MERRITTSTOWN, PA
15464=MILL RUN, PA
15468=NEW SALEM, PA
15469=NORMALVILLE, PA
15470=OHIOPYLE, PA
15472=OLIVER, PA
15473=LAYTON, PA
15474=POINT MARION, PA
15475=REPUBLIC, PA
15477=ROSCOE, PA
15478=SMITHFIELD, PA
15479=VAN METER, PA
15480=SMOCK, PA
15482=STAR JUNCTION, PA
15483=STOCKDALE, PA
15486=VANDERBILT, PA
15488=WALTERSBURG, PA
15490=WHITE, PA
15501=SOMERSET, PA
15521=ALUM BANK, PA
15522=BEDFORD, PA
15530=BERLIN, PA
15531=BOSWELL, PA
15533=BREEZEWOOD, PA
15534=BUFFALO MILLS, PA
15535=CLEARVILLE, PA
15536=CRYSTAL SPRING, PA
15537=EVERETT, PA
15538=GLENCOE, PA
15540=FORT HILL, PA
15541=FRIEDENS, PA
15542=GARRETT, PA
15545=HYNDMAN, PA
15546=JENNERS, PA
15550=MANNS CHOICE, PA
15551=MARKLETON, PA
15552=MEYERSDALE, PA
15554=NEW PARIS, PA
15557=ROCKWOOD, PA
15558=SALISBURY, PA
15559=SCHELLSBURG, PA
15562=SPRINGS, PA
15563=STOYSTOWN, PA
15601=GREENSBURG, PA
15610=ACME, PA
15611=ADAMSBURG, PA
15612=ALVERTON, PA
15613=APOLLO, PA
15615=ARDARA, PA
15616=ARMBRUST, PA
15617=ARONA, PA
15618=AVONMORE, PA
15620=BRADENVILLE, PA
15622=CHAMPION, PA
15625=DARRAGH, PA
15626=DELMONT, PA
15627=DERRY, PA
15628=DONEGAL, PA
15631=EVERSON, PA
15632=EXPORT, PA
15634=GRAPEVILLE, PA
15636=HARRISON CITY, PA
15637=HERMINIE, PA
15639=HUNKER, PA
15641=HYDE PARK, PA
15642=NORTH HUNTINGDON, PA
15644=JEANNETTE, PA
15646=JONES MILLS, PA
15647=LARIMER, PA
15650=LATROBE, PA
15655=LAUGHLINTOWN, PA
15656=LEECHBURG, PA
15658=WILPEN, PA
15661=LOYALHANNA, PA
15663=MADISON, PA
15665=MANOR, PA
15666=MOUNT PLEASANT, PA
15668=MURRYSVILLE, PA
15670=NEW ALEXANDRIA, PA
15671=NEW DERRY, PA
15672=NEW STANTON, PA
15675=PENN, PA
15677=RECTOR, PA
15678=RILLTON, PA
15679=RUFFS DALE, PA
15681=SALTSBURG, PA
15683=SCOTTDALE, PA
15684=SLICKVILLE, PA
15686=SPRING CHURCH, PA
15687=STAHLSTOWN, PA
15688=TARRS, PA
15690=PARK, PA
15692=WESTMORELAND CIT, PA
15697=YOUNGWOOD, PA
15698=YUKON, PA
15701=INDIANA, PA
15711=ANITA, PA
15713=AULTMAN, PA
15714=BARNESBORO, PA
15716=BLACK LICK, PA
15717=BLAIRSVILLE, PA
15720=BRUSH VALLEY, PA
15721=BURNSIDE, PA
15722=CARROLLTOWN, PA
15724=CHERRY TREE, PA
15725=CLARKSBURG, PA
15728=CLYMER, PA
15729=COMMODORE, PA
